Date,Close,High,Low,Open,Volume,Company,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
2011-03-04,,,,,,INFY.NS,,,,,,275.9542236328125,278.45946202796813,274.67457613632587,276.38678642064025,9770912.0,,,,,
2016-01-21,214.11203002929688,223.15120772722537,212.48041312365766,221.3673106432862,31768619.0,RELIANCE.NS,,,,,,,,,,,,,,,
2020-12-09,,,,,,TCS.NS,2624.821044921875,2652.088956198091,2608.338735567477,2628.7431027104317,3659996.0,,,,,,,,,,
2019-09-16,543.7960205078125,547.5463209354137,532.7247100630028,534.0272383377635,20547730.0,RELIANCE.NS,,,,,,,,,,,,,,,
2013-10-22,,,,,,TCS.NS,866.0404052734375,873.6257162683567,860.8591266174279,865.480786699849,2044614.0,,,,,,,,,,
2011-02-07,,,,,,TCS.NS,450.67779541015625,467.5510599823167,448.8251121176649,467.5510599823167,2578382.0,,,,,,,,,,
2020-04-13,,,,,,INFY.NS,,,,,,559.2604370117188,571.8073731837242,549.3018141725573,551.8901810581891,8330276.0,,,,,
2018-04-17,,,,,,INFY.NS,,,,,,467.8780517578125,468.7928811454312,463.63673155747705,468.62654391504634,10397940.0,,,,,
2020-12-24,,,,,,INFY.NS,,,,,,1111.0933837890625,1123.5432164263127,1102.0593298927226,1123.5432164263127,7313885.0,,,,,
2011-09-05,,,,,,INFY.NS,,,,,,205.59707641601562,208.19300861116366,203.33695673087888,208.19300861116366,10902544.0,,,,,
2019-04-10,,,,,,TCS.NS,1845.5888671875,1886.521545163353,1841.7443615212596,1884.260071242035,3313062.0,,,,,,,,,,
2017-06-12,,,,,,HDFCBANK.NS,,,,,,,,,,,777.2111206054688,780.5877681706461,773.1358563026686,774.9988342696629,1985706.0
2010-09-03,190.29534912109375,193.56390133811325,189.98700420039452,193.2350000893674,14440305.0,RELIANCE.NS,,,,,,,,,,,,,,,
2017-03-02,272.0834655761719,276.03243335141445,269.94947979933266,272.3364422398002,18063590.0,RELIANCE.NS,,,,,,,,,,,,,,,
2012-12-28,,,,,,HDFCBANK.NS,,,,,,,,,,,305.54876708984375,307.96104243161386,303.97063583287354,307.10433159823145,3512132.0
2012-10-03,,,,,,INFY.NS,,,,,,237.540283203125,241.30848814279904,235.9049336338996,240.02785719574962,7823624.0,,,,,
2022-08-17,,,,,,HDFCBANK.NS,,,,,,,,,,,1456.6463623046875,1459.3958202176536,1433.3481010665205,1447.0955083962851,6192175.0
2013-06-21,,,,,,TCS.NS,588.197021484375,592.1672637385294,582.3036781508174,582.6345527071508,2848224.0,,,,,,,,,,
2018-11-14,,,,,,INFY.NS,,,,,,558.1149291992188,568.7953279815431,547.2636336063002,568.7953279815431,7323026.0,,,,,
2010-03-16,,,,,,HDFCBANK.NS,,,,,,,,,,,159.328369140625,159.79630573604908,155.74377866729478,159.3636792637495,10436250.0
2017-07-11,,,,,,INFY.NS,,,,,,399.9832458496094,405.7860580048954,392.3145450199791,392.3145450199791,11539708.0,,,,,
2022-04-07,,,,,,TCS.NS,3484.123779296875,3542.142953264347,3479.2534841969114,3542.142953264347,2494829.0,,,,,,,,,,
2019-11-19,,,,,,INFY.NS,,,,,,625.4609375,626.4699791957315,618.5732987857014,622.8726239856121,6495885.0,,,,,
2021-10-22,,,,,,TCS.NS,3303.0810546875,3362.3200418966067,3290.005903167126,3360.809473536576,2691670.0,,,,,,,,,,
2020-10-08,,,,,,TCS.NS,2627.532470703125,2682.6737831222163,2603.634867501631,2603.634867501631,19839329.0,,,,,,,,,,
2023-02-06,,,,,,HDFCBANK.NS,,,,,,,,,,,1593.4932861328125,1610.520799620864,1588.1389858177972,1601.4523111732822,5583836.0
2019-01-02,,,,,,HDFCBANK.NS,,,,,,,,,,,1004.2981567382812,1013.2629981655903,1000.1459966174014,1011.0454025354874,4067116.0
2011-07-08,,,,,,TCS.NS,470.0025634765625,483.38076830791573,469.0398036050046,479.7704555155745,3412060.0,,,,,,,,,,
2012-12-26,,,,,,TCS.NS,516.2039794921875,519.0463623191306,513.3821151396779,518.167063316216,1435258.0,,,,,,,,,,
2014-01-08,,,,,,TCS.NS,927.2849731445312,931.9990015236851,917.877804530902,918.7084631775363,2550020.0,,,,,,,,,,
2017-11-07,402.11712646484375,414.66803917718306,400.4983853862977,413.93629289461194,20447574.0,RELIANCE.NS,,,,,,,,,,,,,,,
2011-06-02,197.3111572265625,198.06841661702882,194.30289343681636,194.30289343681636,9418728.0,RELIANCE.NS,,,,,,,,,,,,,,,
2019-03-18,602.7431640625,606.2702157177265,593.3451834391091,594.2380777286548,22104063.0,RELIANCE.NS,,,,,,,,,,,,,,,
2021-07-02,,,,,,TCS.NS,3126.546875,3139.9445485849083,3098.1061994951947,3131.764962198563,1682274.0,,,,,,,,,,
2013-03-11,,,,,,TCS.NS,641.9931640625,651.5644854409024,638.0786014989999,645.6003479261218,2221330.0,,,,,,,,,,
2021-04-29,,,,,,TCS.NS,2914.6630859375,2954.052412814327,2905.5408758137887,2943.058980101137,1621395.0,,,,,,,,,,
2018-08-13,,,,,,HDFCBANK.NS,,,,,,,,,,,986.9109497070312,992.7145274744222,981.4141329724614,983.3014678435622,5027126.0
2019-10-04,,,,,,HDFCBANK.NS,,,,,,,,,,,1129.6590576171875,1177.0407646594874,1125.481206277148,1174.2396894324486,9201816.0
2011-10-21,,,,,,HDFCBANK.NS,,,,,,,,,,,217.8657989501953,220.01313606614258,216.2105502528435,219.23025075163983,4580732.0
2014-02-17,172.81141662597656,174.87502500215066,171.6945175277661,173.9495894517179,9058505.0,RELIANCE.NS,,,,,,,,,,,,,,,
2020-10-21,,,,,,INFY.NS,,,,,,1021.2877807617188,1026.623895025529,1009.4149482374454,1014.8844870705555,19811433.0,,,,,
2019-04-30,,,,,,TCS.NS,2044.6890869140625,2050.6592454627857,2017.325252903002,2024.9689904656054,3488395.0,,,,,,,,,,
2022-02-16,,,,,,HDFCBANK.NS,,,,,,,,,,,1445.4832763671875,1463.602479567568,1437.1389064722755,1463.2209993758042,5016132.0
2018-11-16,,,,,,TCS.NS,1702.948486328125,1714.8635955394575,1688.1901027089762,1705.1148798381264,1829729.0,,,,,,,,,,
2015-01-30,196.63458251953125,200.07206460890632,195.29181226889602,199.80350482216096,21746801.0,RELIANCE.NS,,,,,,,,,,,,,,,
2021-11-18,,,,,,INFY.NS,,,,,,1631.1026611328125,1640.3150147654678,1612.4027995770005,1633.1192656970331,4326924.0,,,,,
2022-08-10,,,,,,HDFCBANK.NS,,,,,,,,,,,1414.5841064453125,1419.6006569718604,1397.9425085297403,1409.8086207323202,8676551.0
2019-12-03,709.146728515625,715.9287251546893,706.3171688490924,715.3673464652328,12990426.0,RELIANCE.NS,,,,,,,,,,,,,,,
2022-02-24,1030.49267578125,1068.9349775897965,1024.850893191121,1052.9915344098442,24846650.0,RELIANCE.NS,,,,,,,,,,,,,,,
2018-09-11,,,,,,INFY.NS,,,,,,620.650634765625,629.4832737652474,618.7066215457014,622.003029918885,6963561.0,,,,,
2010-03-23,,,,,,HDFCBANK.NS,,,,,,,,,,,166.33856201171875,166.86830806103063,162.01235200634454,162.01235200634454,10154380.0
2018-09-25,,,,,,HDFCBANK.NS,,,,,,,,,,,921.2081298828125,925.7377218956462,903.5615379358626,908.610135500718,8341276.0
2014-08-20,,,,,,TCS.NS,1025.322509765625,1033.255942909705,1022.7342027989189,1028.8157480326797,2056758.0,,,,,,,,,,
2023-10-31,,,,,,TCS.NS,3272.70654296875,3302.0941119260206,3254.5397295948305,3302.0941119260206,999811.0,,,,,,,,,,
2021-01-19,,,,,,TCS.NS,3050.7470703125,3067.868799139132,3023.895077407037,3024.83068850772,2975735.0,,,,,,,,,,
2016-11-28,,,,,,INFY.NS,,,,,,395.72210693359375,397.2165459499208,392.0264019684224,395.54034650622737,7365712.0,,,,,
2021-03-02,958.7400512695312,969.6658567868195,951.0464885551218,966.0239617527627,17150760.0,RELIANCE.NS,,,,,,,,,,,,,,,
2012-12-06,,,,,,HDFCBANK.NS,,,,,,,,,,,313.25909423828125,314.9499493709096,306.96910764081804,313.73252817133147,5452276.0
2013-04-17,,,,,,HDFCBANK.NS,,,,,,,,,,,297.63555908203125,302.93357142646374,296.14761218299935,299.8449539614971,7478474.0
2020-12-07,,,,,,TCS.NS,2556.557861328125,2562.4410624259663,2527.0953465180914,2535.359870439686,1996400.0,,,,,,,,,,
2021-03-10,,,,,,TCS.NS,2873.215087890625,2894.032436503282,2862.9701912238165,2877.004358827855,3053778.0,,,,,,,,,,
2021-12-03,,,,,,INFY.NS,,,,,,1590.907470703125,1637.7487202351147,1588.1574938785834,1623.4946289358368,6754012.0,,,,,
2023-10-10,,,,,,TCS.NS,3516.340576171875,3534.848236951975,3489.645296970126,3527.1448732228755,1848148.0,,,,,,,,,,
2018-03-09,404.95550537109375,407.72736041802426,404.04633644202084,405.753803650887,10638527.0,RELIANCE.NS,,,,,,,,,,,,,,,
2020-03-13,496.4342041015625,512.0193301060896,423.26935006510104,448.24149981993276,73297403.0,RELIANCE.NS,,,,,,,,,,,,,,,
2016-11-23,221.978759765625,222.30876319796585,219.89977191909696,221.09876040321444,13107911.0,RELIANCE.NS,,,,,,,,,,,,,,,
2021-02-01,,,,,,TCS.NS,2937.2109375,2961.209271985254,2848.093975997126,2900.3945476000904,3985846.0,,,,,,,,,,
2013-12-16,,,,,,INFY.NS,,,,,,325.7483215332031,326.857031150993,316.4587549174412,318.9309368621121,10117696.0,,,,,
2010-12-24,,,,,,TCS.NS,453.8770751953125,456.939810097361,447.77156106655497,451.0530315340647,1624640.0,,,,,,,,,,
2021-06-07,,,,,,TCS.NS,2992.80615234375,2999.6225147895034,2946.172969058401,2956.8910195716694,2559821.0,,,,,,,,,,
2013-06-25,,,,,,INFY.NS,,,,,,222.6616668701172,223.87633985263338,219.95097952315288,223.23382996379695,5790640.0,,,,,
2018-11-14,,,,,,HDFCBANK.NS,,,,,,,,,,,923.732421875,924.7940476950581,913.7531276470764,914.6732379159256,13055318.0
2014-01-07,179.1511688232422,182.94862852907337,178.71504321529127,181.8104557238234,17311470.0,RELIANCE.NS,,,,,,,,,,,,,,,
2016-03-01,,,,,,HDFCBANK.NS,,,,,,,,,,,454.6309509277344,455.8320171713972,448.9489077874953,450.38097867302696,2161280.0
2019-02-04,,,,,,TCS.NS,1854.6346435546875,1859.3384648389954,1829.984579398187,1836.271432325573,1590764.0,,,,,,,,,,
2013-12-13,183.95913696289062,184.682472002219,182.45929677414543,184.44844683017098,8926111.0,RELIANCE.NS,,,,,,,,,,,,,,,
2017-05-04,298.747314453125,303.5102837182896,297.88931442738556,302.4982889597365,14365934.0,RELIANCE.NS,,,,,,,,,,,,,,,
2019-07-26,,,,,,INFY.NS,,,,,,681.93701171875,688.8690270856496,677.7778130760263,686.5294613219049,4941763.0,,,,,
2019-05-07,599.81884765625,622.8115313444415,598.3455124683162,622.7222419152189,19417647.0,RELIANCE.NS,,,,,,,,,,,,,,,
2010-07-30,,,,,,HDFCBANK.NS,,,,,,,,,,,188.989990234375,189.88744121840176,184.82259399841536,186.39536698411013,11699660.0
2016-02-01,,,,,,TCS.NS,1031.662353515625,1036.0634603281414,1012.8986312903402,1026.6816516295949,1495274.0,,,,,,,,,,
2017-01-30,229.8546905517578,230.21769282572163,225.4547235116352,225.48772238329136,15678126.0,RELIANCE.NS,,,,,,,,,,,,,,,
2019-01-24,556.9364013671875,559.503561976666,544.7257435628289,546.9133942788677,28775487.0,RELIANCE.NS,,,,,,,,,,,,,,,
2020-10-01,,,,,,TCS.NS,2346.4794921875,2361.868880097438,2317.514143776564,2333.9727909624285,2610337.0,,,,,,,,,,
2011-11-01,178.5458221435547,182.2594666000732,177.92341218056825,180.59973901353533,16384499.0,RELIANCE.NS,,,,,,,,,,,,,,,
2013-05-22,,,,,,TCS.NS,614.20166015625,618.6081388929689,611.7012496712325,614.0376881492979,1846944.0,,,,,,,,,,
2016-08-02,222.81475830078125,224.3987483251241,221.38476302323986,221.75876495121935,7710138.0,RELIANCE.NS,,,,,,,,,,,,,,,
2016-09-20,236.32266235351562,238.64364175637553,235.18967171203678,238.4786473966688,11531268.0,RELIANCE.NS,,,,,,,,,,,,,,,
2023-04-18,,,,,,INFY.NS,,,,,,1179.3692626953125,1189.296038916163,1173.5161971974424,1189.296038916163,12430884.0,,,,,
2020-11-23,,,,,,HDFCBANK.NS,,,,,,,,,,,1324.21826171875,1351.8022326318874,1305.9397574993764,1343.5887517098029,12623318.0
2012-06-14,150.582275390625,151.51770098114824,149.46817836251068,150.50870479867575,7479627.0,RELIANCE.NS,,,,,,,,,,,,,,,
2018-05-29,,,,,,HDFCBANK.NS,,,,,,,,,,,952.9625244140625,962.3861806696493,951.1809698341115,955.494267481726,1675622.0
2011-01-07,,,,,,TCS.NS,454.4936828613281,472.0743927560289,452.70378960514523,467.7587709491358,2532724.0,,,,,,,,,,
2012-05-15,141.41964721679688,142.7370644976601,139.85327704144848,140.8698623922935,16170682.0,RELIANCE.NS,,,,,,,,,,,,,,,
2020-01-30,648.445556640625,664.5921208129523,646.7613005344713,664.2777319364013,22402689.0,RELIANCE.NS,,,,,,,,,,,,,,,
2023-05-08,,,,,,INFY.NS,,,,,,1185.222412109375,1189.6239862660252,1175.4828875678036,1182.2724440260474,5260842.0,,,,,
2011-12-12,,,,,,HDFCBANK.NS,,,,,,,,,,,193.283203125,201.7383758158998,190.71086554979027,200.4633883742215,6035578.0
2021-08-13,980.1957397460938,982.1373151749847,963.4301368329893,967.2446534585326,12780901.0,RELIANCE.NS,,,,,,,,,,,,,,,
2023-05-29,1155.2408447265625,1159.5490868052473,1149.0993752092522,1155.424143224592,10010304.0,RELIANCE.NS,,,,,,,,,,,,,,,
2016-07-08,215.24679565429688,217.57877484324518,214.79579635400088,217.1387898534416,7140617.0,RELIANCE.NS,,,,,,,,,,,,,,,
2014-01-17,,,,,,TCS.NS,919.1443481445312,954.4265450095,916.2370436123003,954.4265450095,7564756.0,,,,,,,,,,
2018-07-27,,,,,,INFY.NS,,,,,,580.4389038085938,587.010569043476,578.2624840063454,580.333250358442,6493232.0,,,,,
2011-05-25,,,,,,INFY.NS,,,,,,251.30300903320312,254.82205771878878,248.41479694529423,254.82205771878878,11075416.0,,,,,
2014-03-06,174.9707489013672,175.38560077096847,172.17318284986456,172.18381971315125,10172590.0,RELIANCE.NS,,,,,,,,,,,,,,,
2011-02-15,193.58448791503906,194.2217616290932,187.33518481967238,187.97245853372652,27266420.0,RELIANCE.NS,,,,,,,,,,,,,,,
2019-07-02,,,,,,HDFCBANK.NS,,,,,,,,,,,1184.5421142578125,1185.7290302039626,1171.3435857546713,1181.2187496085921,3623414.0
2011-11-22,164.9774932861328,166.89656057574228,163.19327548088802,163.50448044783457,19171804.0,RELIANCE.NS,,,,,,,,,,,,,,,
2016-01-06,,,,,,TCS.NS,1020.1354370117188,1022.0843019776584,1006.6854870442186,1006.6854870442186,2653228.0,,,,,,,,,,
2022-08-18,1219.7265625,1223.2555436350344,1210.0559903899748,1219.1307211300689,7410035.0,RELIANCE.NS,,,,,,,,,,,,,,,
2019-05-29,,,,,,INFY.NS,,,,,,621.8556518554688,626.8541107691881,618.3097900452866,619.8904685190504,10293077.0,,,,,
2010-04-28,,,,,,HDFCBANK.NS,,,,,,,,,,,173.76820373535156,175.41040052420496,172.8720595464237,172.8720595464237,5711770.0
2014-11-28,,,,,,HDFCBANK.NS,,,,,,,,,,,438.859619140625,442.8715520346676,434.20576578952637,434.6642724059884,4625930.0
2020-08-03,,,,,,TCS.NS,2096.065673828125,2142.2803791007286,2074.2602749710186,2129.819989025977,4012337.0,,,,,,,,,,
2021-06-23,,,,,,INFY.NS,,,,,,1365.7718505859375,1385.6248799619614,1361.6831214319513,1385.6248799619614,5529809.0,,,,,
2011-05-18,,,,,,INFY.NS,,,,,,256.1556701660156,259.74681474695416,252.59607510126358,256.83154264666473,10176496.0,,,,,
2023-08-25,1230.00048828125,1248.263455848564,1217.1690375873975,1223.8463263728836,22222400.0,RELIANCE.NS,,,,,,,,,,,,,,,
2016-10-04,241.19561767578125,243.82460112386872,240.23862105874915,240.46962783824605,13113580.0,RELIANCE.NS,,,,,,,,,,,,,,,
2017-08-11,,,,,,HDFCBANK.NS,,,,,,,,,,,820.0231323242188,824.2192197941154,811.6309001530844,818.124310887788,3179918.0
2019-01-14,,,,,,HDFCBANK.NS,,,,,,,,,,,991.6292724609375,995.5219005759625,990.1194276247742,995.5219005759625,2427580.0
2022-03-31,,,,,,HDFCBANK.NS,,,,,,,,,,,1402.1878662109375,1415.8726092864806,1397.9442047411926,1402.8077569589045,7147857.0
2020-09-09,,,,,,TCS.NS,2164.411376953125,2193.5628863650236,2157.2979636993873,2161.9473127590845,3866535.0,,,,,,,,,,
2015-08-17,,,,,,INFY.NS,,,,,,447.0560302734375,451.47900474329305,439.3646922516802,450.1286379415877,3107436.0,,,,,
2010-02-18,203.61068725585938,211.88531414913177,203.03932298639123,210.18141040911598,19834114.0,RELIANCE.NS,,,,,,,,,,,,,,,
2012-06-01,,,,,,INFY.NS,,,,,,220.12265014648438,224.0198538295857,219.55143396088945,222.4996697505447,6543040.0,,,,,
2023-03-27,,,,,,HDFCBANK.NS,,,,,,,,,,,1512.1663818359375,1523.7431448250618,1503.91800886514,1507.1015480281956,15936003.0
2011-01-03,,,,,,TCS.NS,460.6192321777344,468.1367470853343,459.22709259425653,464.17911254818034,1405042.0,,,,,,,,,,
2017-05-08,,,,,,HDFCBANK.NS,,,,,,,,,,,714.8245849609375,717.2464332929667,711.9136822284173,716.3149444185602,1873626.0
2023-03-24,,,,,,TCS.NS,2993.60400390625,3041.0910727071987,2979.6936504191035,3020.8490163615606,1329577.0,,,,,,,,,,
2021-12-23,1080.5155029296875,1087.2537412931745,1077.226376463614,1084.5127220148347,9072401.0,RELIANCE.NS,,,,,,,,,,,,,,,
2022-02-21,1096.3447265625,1113.5215324078356,1089.355271824146,1101.8723203423178,11107193.0,RELIANCE.NS,,,,,,,,,,,,,,,
2020-04-23,,,,,,INFY.NS,,,,,,596.0238647460938,599.8406256547978,559.8746067680338,567.7274272612167,14451289.0,,,,,
2018-02-22,,,,,,INFY.NS,,,,,,482.660400390625,484.0118079299483,474.21928068756057,476.3399915872348,17859974.0,,,,,
2020-11-26,,,,,,TCS.NS,2540.58935546875,2550.25440241744,2502.6755966530677,2508.2786017202016,2341099.0,,,,,,,,,,
2023-09-01,,,,,,INFY.NS,,,,,,1370.3260498046875,1372.366590381703,1355.4729580726562,1358.082922196826,3582133.0,,,,,
2014-10-29,204.4441375732422,204.83085742848152,200.6951420635666,201.22150557652762,17516848.0,RELIANCE.NS,,,,,,,,,,,,,,,
2011-08-05,164.31361389160156,165.8696250920061,161.61655458598915,165.8696250920061,26222826.0,RELIANCE.NS,,,,,,,,,,,,,,,
2018-04-03,,,,,,HDFCBANK.NS,,,,,,,,,,,898.2489624023438,902.8435518535946,895.9516390610469,902.0230833196559,2039942.0
2010-05-31,214.943115234375,215.53926251244008,211.47926393321112,211.767066268751,16548811.0,RELIANCE.NS,,,,,,,,,,,,,,,
2016-12-14,,,,,,HDFCBANK.NS,,,,,,,,,,,547.5757446289062,553.3044242884735,546.5045664718043,552.8386798235841,2157072.0
2017-11-10,,,,,,INFY.NS,,,,,,400.0374755859375,400.9938513691631,395.02687659554704,398.68606785021586,6589428.0,,,,,
2010-06-03,211.90069580078125,213.38079278598042,209.6600008534404,209.6600008534404,17106958.0,RELIANCE.NS,,,,,,,,,,,,,,,
2018-05-07,,,,,,TCS.NS,1524.9359130859375,1555.7159305551422,1520.4559643567768,1555.7159305551422,3484426.0,,,,,,,,,,
2023-11-23,1193.6986083984375,1195.9409977692549,1190.0609301987408,1190.0609301987408,8531542.0,RELIANCE.NS,,,,,,,,,,,,,,,
2015-09-28,,,,,,INFY.NS,,,,,,432.7301330566406,447.32992642286615,430.94917050601185,446.194810059844,9788464.0,,,,,
2021-09-07,,,,,,TCS.NS,3595.4921875,3646.4202865772727,3588.2841461949342,3640.8140066690016,1585039.0,,,,,,,,,,
2022-08-03,1190.6571044921875,1192.3245056514904,1172.8865159355626,1187.756220396863,14250977.0,RELIANCE.NS,,,,,,,,,,,,,,,
2021-06-29,,,,,,INFY.NS,,,,,,1420.1973876953125,1429.8285940972246,1416.6991640537358,1418.3347000657425,5913567.0,,,,,
2013-03-18,175.37625122070312,177.31016274080864,174.64053133309136,175.52340642394898,8023328.0,RELIANCE.NS,,,,,,,,,,,,,,,
2015-10-08,,,,,,TCS.NS,1125.7105712890625,1144.7516753924579,1119.8123024143856,1141.1827662009196,2357550.0,,,,,,,,,,
